Date,Gold
04/02/2014,"1,289.80"
04/01/2014,"1,279.15"
03/31/2014,"1,284.25"
03/28/2014,"1,294.00"
03/27/2014,"1,291.14"
03/26/2014,"1,304.10"
03/25/2014,"1,311.05"
03/24/2014,"1,309.62"
03/21/2014,"1,334.55"
03/20/2014,"1,328.50"
03/19/2014,"1,331.45"
03/18/2014,"1,356.25"
03/17/2014,"1,366.95"
03/14/2014,"1,382.24"
03/13/2014,"1,370.60"
03/12/2014,"1,367.08"
03/11/2014,"1,349.95"
03/10/2014,"1,339.15"
03/07/2014,"1,340.25"
03/06/2014,"1,351.35"
03/05/2014,"1,337.39"
03/04/2014,"1,334.90"
03/03/2014,"1,350.90"
02/28/2014,"1,326.40"
02/27/2014,"1,331.44"
02/26/2014,"1,330.75"
02/25/2014,"1,340.75"
02/24/2014,"1,337.00"
02/21/2014,"1,323.39"
02/20/2014,"1,322.89"
02/19/2014,"1,311.80"
02/18/2014,"1,321.60"
02/17/2014,"1,329.10"
02/14/2014,"1,318.93"
02/13/2014,"1,302.70"
02/12/2014,"1,291.25"
02/11/2014,"1,291.85"
02/10/2014,"1,274.90"
02/07/2014,"1,267.06"
02/06/2014,"1,257.64"
02/05/2014,"1,258.01"
02/04/2014,"1,255.00"
02/03/2014,"1,257.64"
01/31/2014,"1,243.80"
01/30/2014,"1,243.70"
01/29/2014,"1,268.40"
01/28/2014,"1,256.55"
01/27/2014,"1,257.07"
01/24/2014,"1,269.25"
01/23/2014,"1,264.35"
01/22/2014,"1,236.49"
01/21/2014,"1,241.49"
01/20/2014,"1,254.35"
01/17/2014,"1,253.82"
01/16/2014,"1,242.55"
01/15/2014,"1,241.74"
01/14/2014,"1,245.10"
01/13/2014,"1,253.44"
01/10/2014,"1,247.10"
01/09/2014,"1,228.00"
01/08/2014,"1,226.10"
01/07/2014,"1,232.10"
01/06/2014,"1,238.05"
01/03/2014,"1,236.55"
01/02/2014,"1,224.89"
01/01/2014,"1,205.90"
12/31/2013,"1,205.55"
12/30/2013,"1,196.40"
12/27/2013,"1,213.19"
12/26/2013,"1,210.70"
12/25/2013,"1,204.70"
12/24/2013,"1,204.35"
12/23/2013,"1,198.84"
12/20/2013,"1,203.25"
12/19/2013,"1,190.10"
12/18/2013,"1,218.07"
12/17/2013,"1,230.10"
12/16/2013,"1,240.57"
12/13/2013,"1,238.30"
12/12/2013,"1,223.80"
12/11/2013,"1,251.75"
12/10/2013,"1,260.72"
12/09/2013,"1,240.94"
12/06/2013,"1,228.85"
12/05/2013,"1,224.88"
12/04/2013,"1,243.66"
12/03/2013,"1,223.89"
12/02/2013,"1,220.05"
11/29/2013,"1,253.49"
11/28/2013,"1,244.15"
11/27/2013,"1,237.40"
11/26/2013,"1,243.30"
11/25/2013,"1,252.60"
11/22/2013,"1,243.60"
11/21/2013,"1,242.75"
11/20/2013,"1,243.20"
11/19/2013,"1,275.25"
11/18/2013,"1,274.35"
11/15/2013,"1,290.05"
11/14/2013,"1,287.39"
11/13/2013,"1,278.99"
11/12/2013,"1,267.99"
11/11/2013,"1,283.28"
11/08/2013,"1,288.20"
11/07/2013,"1,307.95"
11/06/2013,"1,318.40"
11/05/2013,"1,311.60"
11/04/2013,"1,314.74"
11/01/2013,"1,315.35"
10/31/2013,"1,323.80"
10/30/2013,"1,342.80"
10/29/2013,"1,344.30"
10/28/2013,"1,352.20"
10/25/2013,"1,352.13"
10/24/2013,"1,347.15"
10/23/2013,"1,332.35"
10/22/2013,"1,340.65"
10/21/2013,"1,315.75"
10/18/2013,"1,316.24"
10/17/2013,"1,319.70"
10/16/2013,"1,281.60"
10/15/2013,"1,280.80"
10/14/2013,"1,273.40"
10/11/2013,"1,273.11"
10/10/2013,"1,286.24"
10/09/2013,"1,307.20"
10/08/2013,"1,318.80"
10/07/2013,"1,321.79"
10/04/2013,"1,311.35"
10/03/2013,"1,317.30"
10/02/2013,"1,315.25"
10/01/2013,"1,286.60"
09/30/2013,"1,327.55"
09/27/2013,"1,336.20"
09/26/2013,"1,323.70"
09/25/2013,"1,333.60"
09/24/2013,"1,323.20"
09/23/2013,"1,322.15"
09/20/2013,"1,325.38"
09/19/2013,"1,365.00"
09/18/2013,"1,365.15"
09/17/2013,"1,309.65"
09/16/2013,"1,314.00"
09/13/2013,"1,326.72"
09/12/2013,"1,321.05"
09/11/2013,"1,366.75"
09/10/2013,"1,364.45"
09/09/2013,"1,387.05"
09/06/2013,"1,391.61"
09/05/2013,"1,367.85"
09/04/2013,"1,391.45"
09/03/2013,"1,412.65"
09/02/2013,"1,394.90"
08/30/2013,"1,396.40"
08/29/2013,"1,408.25"
08/28/2013,"1,418.50"
08/27/2013,"1,416.65"
08/26/2013,"1,404.90"
08/23/2013,"1,396.85"
08/22/2013,"1,375.85"
08/21/2013,"1,366.35"
08/20/2013,"1,371.17"
08/19/2013,"1,365.98"
08/16/2013,"1,376.40"
08/15/2013,"1,366.05"
08/14/2013,"1,335.20"
08/13/2013,"1,321.30"
08/12/2013,"1,336.40"
08/09/2013,"1,314.50"
08/08/2013,"1,312.00"
08/07/2013,"1,287.75"
08/06/2013,"1,281.90"
08/05/2013,"1,303.95"
08/02/2013,"1,312.00"
08/01/2013,"1,308.95"
07/31/2013,"1,323.10"
07/30/2013,"1,327.30"
07/29/2013,"1,327.60"
07/26/2013,"1,333.90"
07/25/2013,"1,333.65"
07/24/2013,"1,321.30"
07/23/2013,"1,348.10"
07/22/2013,"1,335.90"
07/19/2013,"1,296.35"
07/18/2013,"1,285.10"
07/17/2013,"1,276.00"
07/16/2013,"1,292.60"
07/15/2013,"1,282.60"
07/12/2013,"1,284.90"
07/11/2013,"1,285.30"
07/10/2013,"1,264.25"
07/09/2013,"1,249.95"
07/08/2013,"1,237.00"
07/05/2013,"1,223.80"
07/04/2013,"1,250.30"
07/03/2013,"1,252.30"
07/02/2013,"1,242.50"
07/01/2013,"1,253.30"
06/28/2013,"1,234.25"
06/27/2013,"1,200.75"
06/26/2013,"1,226.35"
06/25/2013,"1,277.35"
06/24/2013,"1,281.90"
06/21/2013,"1,297.25"
06/20/2013,"1,278.00"
06/19/2013,"1,351.30"
06/18/2013,"1,368.40"
06/17/2013,"1,384.85"
06/14/2013,"1,390.70"
06/13/2013,"1,386.05"
06/12/2013,"1,388.40"
06/11/2013,"1,379.60"
06/10/2013,"1,386.90"
06/07/2013,"1,384.47"
06/06/2013,"1,413.65"
06/05/2013,"1,403.30"
06/04/2013,"1,399.90"
06/03/2013,"1,411.60"
05/31/2013,"1,386.90"
05/30/2013,"1,413.75"
05/29/2013,"1,392.95"
05/28/2013,"1,380.85"
05/27/2013,"1,394.78"
05/24/2013,"1,386.05"
05/23/2013,"1,391.20"
05/22/2013,"1,369.40"
05/21/2013,"1,376.30"
05/20/2013,"1,394.15"
05/17/2013,"1,359.20"
05/16/2013,"1,386.30"
05/15/2013,"1,392.90"
05/14/2013,"1,426.00"
05/13/2013,"1,430.55"
05/10/2013,"1,448.20"
05/09/2013,"1,458.20"
05/08/2013,"1,472.80"
05/07/2013,"1,452.60"
05/06/2013,"1,469.50"
05/03/2013,"1,470.70"
05/02/2013,"1,467.10"
05/01/2013,"1,457.60"
04/30/2013,"1,477.10"
04/29/2013,"1,476.65"
04/26/2013,"1,463.00"
04/25/2013,"1,467.85"
04/24/2013,"1,431.30"
04/23/2013,"1,413.35"
04/22/2013,"1,426.25"
04/19/2013,"1,404.35"
04/18/2013,"1,391.25"
04/17/2013,"1,377.00"
04/16/2013,"1,368.90"
04/15/2013,"1,353.25"
04/12/2013,"1,478.85"
04/11/2013,"1,561.35"
04/10/2013,"1,558.75"
04/09/2013,"1,585.20"
04/08/2013,"1,573.70"
04/05/2013,"1,582.00"
04/04/2013,"1,553.32"
04/03/2013,"1,557.85"
04/02/2013,"1,575.85"
04/01/2013,"1,598.90"
03/28/2013,"1,596.74"
03/27/2013,"1,605.40"
03/26/2013,"1,599.20"
03/25/2013,"1,605.40"
03/22/2013,"1,608.45"
03/21/2013,"1,614.70"
03/20/2013,"1,606.50"
03/19/2013,"1,613.40"
03/18/2013,"1,605.30"
03/15/2013,"1,592.45"
03/14/2013,"1,590.30"
03/13/2013,"1,587.80"
03/12/2013,"1,592.70"
03/11/2013,"1,581.00"
03/08/2013,"1,578.35"
03/07/2013,"1,578.90"
03/06/2013,"1,583.69"
03/05/2013,"1,575.44"
03/04/2013,"1,573.95"
03/01/2013,"1,575.24"
02/28/2013,"1,580.14"
02/27/2013,"1,597.60"
02/26/2013,"1,613.49"
02/25/2013,"1,594.24"
02/22/2013,"1,580.70"
02/21/2013,"1,576.05"
02/20/2013,"1,562.90"
02/19/2013,"1,604.60"
02/18/2013,"1,610.05"
02/15/2013,"1,609.44"
02/14/2013,"1,634.85"
02/13/2013,"1,642.74"
02/12/2013,"1,650.80"
02/11/2013,"1,649.74"
02/08/2013,"1,667.50"
02/07/2013,"1,671.30"
02/06/2013,"1,677.49"
02/05/2013,"1,673.00"
02/04/2013,"1,674.40"
02/01/2013,"1,667.15"
01/31/2013,"1,663.60"
01/30/2013,"1,677.10"
01/29/2013,"1,663.85"
01/28/2013,"1,654.95"
01/25/2013,"1,658.69"
01/24/2013,"1,667.74"
01/23/2013,"1,685.75"
01/22/2013,"1,692.10"
01/21/2013,"1,690.05"
01/18/2013,"1,683.95"
01/17/2013,"1,687.64"
01/16/2013,"1,679.50"
01/15/2013,"1,678.90"
01/14/2013,"1,667.20"
01/11/2013,"1,663.05"
01/10/2013,"1,675.25"
01/09/2013,"1,657.90"
01/08/2013,"1,659.00"
01/07/2013,"1,647.25"
01/04/2013,"1,656.85"
01/03/2013,"1,663.35"
01/02/2013,"1,686.75"
01/01/2013,"1,675.15"
